AALA__ref	AALA__ref
CUC_Gynostemma_yixingense_WGS__03	CUC_Gynostemma_yixingense_WGS
CUC_Gynostemma_yixingense_WGS__04	CUC_Gynostemma_yixingense_WGS
CUC_Gynostemma_yixingense_WGS__05	CUC_Gynostemma_yixingense_WGS
CUC_Halosicyos_ragonesei	CUC_Halosicyos_ragonesei
CUC_Halosicyos_ragonesei__00	CUC_Halosicyos_ragonesei
CUC_Halosicyos_ragonesei__01	CUC_Halosicyos_ragonesei
CUC_Halosicyos_ragonesei__02	CUC_Halosicyos_ragonesei
CUC_Halosicyos_ragonesei__03	CUC_Halosicyos_ragonesei
CUC_Halosicyos_ragonesei__04	CUC_Halosicyos_ragonesei
CUC_Halosicyos_ragonesei__05	CUC_Halosicyos_ragonesei
CUC_Hanburia_mexicana	CUC_Hanburia_mexicana
CUC_Hanburia_mexicana__00	CUC_Hanburia_mexicana
CUC_Hanburia_mexicana__01	CUC_Hanburia_mexicana
CUC_Hemsleya_amabilis	CUC_Hemsleya_amabilis
CUC_Hemsleya_amabilis__00	CUC_Hemsleya_amabilis
CUC_Hemsleya_amabilis__01	CUC_Hemsleya_amabilis
CUC_Hemsleya_amabilis__02	CUC_Hemsleya_amabilis
CUC_Hemsleya_amabilis__03	CUC_Hemsleya_amabilis
CUC_Hemsleya_amabilis__04	CUC_Hemsleya_amabilis
CUC_Hemsleya_amabilis__05	CUC_Hemsleya_amabilis
CUC_Hemsleya_carnosiflora_RNA	CUC_Hemsleya_carnosiflora_RNA
CUC_Hemsleya_carnosiflora_RNA__00	CUC_Hemsleya_carnosiflora_RNA
CUC_Hemsleya_carnosiflora_RNA__01	CUC_Hemsleya_carnosiflora_RNA
CUC_Hemsleya_carnosiflora_RNA__02	CUC_Hemsleya_carnosiflora_RNA
CUC_Hemsleya_carnosiflora_RNA__03	CUC_Hemsleya_carnosiflora_RNA
CUC_Hemsleya_carnosiflora_RNA__04	CUC_Hemsleya_carnosiflora_RNA
CUC_Hemsleya_carnosiflora_RNA__05	CUC_Hemsleya_carnosiflora_RNA
CUC_Hemsleya_chinensis_RNA	CUC_Hemsleya_chinensis_RNA
CUC_Hemsleya_chinensis_RNA__00	CUC_Hemsleya_chinensis_RNA
CUC_Hemsleya_chinensis_RNA__01	CUC_Hemsleya_chinensis_RNA
CUC_Hemsleya_chinensis_RNA__02	CUC_Hemsleya_chinensis_RNA
CUC_Hemsleya_chinensis_RNA__03	CUC_Hemsleya_chinensis_RNA
CUC_Hemsleya_chinensis_RNA__04	CUC_Hemsleya_chinensis_RNA
CUC_Hemsleya_chinensis_RNA__05	CUC_Hemsleya_chinensis_RNA
CUC_Hemsleya_macrosperma_RNA	CUC_Hemsleya_macrosperma_RNA
CUC_Hemsleya_macrosperma_RNA__00	CUC_Hemsleya_macrosperma_RNA
CUC_Hemsleya_macrosperma_RNA__01	CUC_Hemsleya_macrosperma_RNA
CUC_Hemsleya_macrosperma_RNA__02	CUC_Hemsleya_macrosperma_RNA
CUC_Hemsleya_macrosperma_RNA__03	CUC_Hemsleya_macrosperma_RNA
CUC_Hemsleya_macrosperma_RNA__04	CUC_Hemsleya_macrosperma_RNA
CUC_Hemsleya_macrosperma_RNA__05	CUC_Hemsleya_macrosperma_RNA
CUC_Herpetospermum_pedunculosum	CUC_Herpetospermum_pedunculosum
CUC_Herpetospermum_pedunculosum_RNA	CUC_Herpetospermum_pedunculosum_RNA
CUC_Herpetospermum_pedunculosum_RNA__00	CUC_Herpetospermum_pedunculosum_RNA
CUC_Herpetospermum_pedunculosum_RNA__01	CUC_Herpetospermum_pedunculosum_RNA
CUC_Herpetospermum_pedunculosum_RNA__02	CUC_Herpetospermum_pedunculosum_RNA
CUC_Herpetospermum_pedunculosum_RNA__03	CUC_Herpetospermum_pedunculosum_RNA
CUC_Herpetospermum_pedunculosum_RNA__04	CUC_Herpetospermum_pedunculosum_RNA
CUC_Herpetospermum_pedunculosum_RNA__05	CUC_Herpetospermum_pedunculosum_RNA
CUC_Herpetospermum_pedunculosum_SB13_GSK	CUC_Herpetospermum_pedunculosum_SB13_GSK
CUC_Herpetospermum_pedunculosum_SB13_GSK__00	CUC_Herpetospermum_pedunculosum_SB13_GSK
CUC_Herpetospermum_pedunculosum_SB13_GSK__01	CUC_Herpetospermum_pedunculosum_SB13_GSK
CUC_Herpetospermum_pedunculosum_SB13_GSK__02	CUC_Herpetospermum_pedunculosum_SB13_GSK
CUC_Herpetospermum_pedunculosum__00	CUC_Herpetospermum_pedunculosum
CUC_Herpetospermum_pedunculosum__01	CUC_Herpetospermum_pedunculosum
CUC_Herpetospermum_pedunculosum__02	CUC_Herpetospermum_pedunculosum
CUC_Herpetospermum_pedunculosum__03	CUC_Herpetospermum_pedunculosum
CUC_Herpetospermum_pedunculosum__04	CUC_Herpetospermum_pedunculosum
CUC_Herpetospermum_pedunculosum__05	CUC_Herpetospermum_pedunculosum
CUC_Hodgsonia_heteroclita_SYS034_GSK	CUC_Hodgsonia_heteroclita_SYS034_GSK
CUC_Hodgsonia_macrocarpa	CUC_Hodgsonia_macrocarpa
CUC_Hodgsonia_macrocarpa_HM3926_RNA	CUC_Hodgsonia_macrocarpa_HM3926_RNA
CUC_Hodgsonia_macrocarpa_HM3926_RNA__00	CUC_Hodgsonia_macrocarpa_HM3926_RNA
CUC_Hodgsonia_macrocarpa_HM3926_RNA__01	CUC_Hodgsonia_macrocarpa_HM3926_RNA
CUC_Hodgsonia_macrocarpa_HM3926_RNA__02	CUC_Hodgsonia_macrocarpa_HM3926_RNA
CUC_Hodgsonia_macrocarpa_HM3926_RNA__03	CUC_Hodgsonia_macrocarpa_HM3926_RNA
CUC_Hodgsonia_macrocarpa_HM3926_RNA__04	CUC_Hodgsonia_macrocarpa_HM3926_RNA
CUC_Hodgsonia_macrocarpa_HM3926_RNA__05	CUC_Hodgsonia_macrocarpa_HM3926_RNA
CUC_Hodgsonia_macrocarpa_RNA	CUC_Hodgsonia_macrocarpa_RNA
CUC_Hodgsonia_macrocarpa_RNA__00	CUC_Hodgsonia_macrocarpa_RNA
CUC_Hodgsonia_macrocarpa_RNA__01	CUC_Hodgsonia_macrocarpa_RNA
CUC_Hodgsonia_macrocarpa_RNA__02	CUC_Hodgsonia_macrocarpa_RNA
CUC_Hodgsonia_macrocarpa_RNA__03	CUC_Hodgsonia_macrocarpa_RNA
CUC_Hodgsonia_macrocarpa_RNA__04	CUC_Hodgsonia_macrocarpa_RNA
CUC_Hodgsonia_macrocarpa_RNA__05	CUC_Hodgsonia_macrocarpa_RNA
CUC_Hodgsonia_macrocarpa__00	CUC_Hodgsonia_macrocarpa
CUC_Hodgsonia_macrocarpa__01	CUC_Hodgsonia_macrocarpa
CUC_Ibervillea_maxima	CUC_Ibervillea_maxima
CUC_Ibervillea_maxima_HM3187_RNA	CUC_Ibervillea_maxima_HM3187_RNA
CUC_Ibervillea_maxima_HM3187_RNA__00	CUC_Ibervillea_maxima_HM3187_RNA
CUC_Ibervillea_maxima_HM3187_RNA__01	CUC_Ibervillea_maxima_HM3187_RNA
CUC_Ibervillea_maxima_HM3187_RNA__02	CUC_Ibervillea_maxima_HM3187_RNA
CUC_Ibervillea_maxima_HM3187_RNA__03	CUC_Ibervillea_maxima_HM3187_RNA
CUC_Ibervillea_maxima_HM3187_RNA__04	CUC_Ibervillea_maxima_HM3187_RNA
CUC_Ibervillea_maxima_HM3187_RNA__05	CUC_Ibervillea_maxima_HM3187_RNA
CUC_Ibervillea_maxima__00	CUC_Ibervillea_maxima
CUC_Ibervillea_maxima__01	CUC_Ibervillea_maxima
CUC_Ibervillea_maxima__02	CUC_Ibervillea_maxima
CUC_Ibervillea_maxima__03	CUC_Ibervillea_maxima
CUC_Ibervillea_maxima__04	CUC_Ibervillea_maxima
CUC_Ibervillea_maxima__05	CUC_Ibervillea_maxima
CUC_Ibervillea_sonorae_RNA	CUC_Ibervillea_sonorae_RNA
CUC_Ibervillea_sonorae_RNA__00	CUC_Ibervillea_sonorae_RNA
CUC_Ibervillea_sonorae_RNA__01	CUC_Ibervillea_sonorae_RNA
CUC_Ibervillea_sonorae_RNA__02	CUC_Ibervillea_sonorae_RNA
CUC_Ibervillea_sonorae_RNA__03	CUC_Ibervillea_sonorae_RNA
CUC_Ibervillea_sonorae_RNA__04	CUC_Ibervillea_sonorae_RNA
CUC_Ibervillea_sonorae_RNA__05	CUC_Ibervillea_sonorae_RNA
CUC_Ibervillea_tenuisecta_RNA	CUC_Ibervillea_tenuisecta_RNA
CUC_Ibervillea_tenuisecta_RNA__00	CUC_Ibervillea_tenuisecta_RNA
CUC_Ibervillea_tenuisecta_RNA__01	CUC_Ibervillea_tenuisecta_RNA
CUC_Ibervillea_tenuisecta_RNA__02	CUC_Ibervillea_tenuisecta_RNA
CUC_Ibervillea_tenuisecta_RNA__03	CUC_Ibervillea_tenuisecta_RNA
CUC_Ibervillea_tenuisecta_RNA__04	CUC_Ibervillea_tenuisecta_RNA
CUC_Ibervillea_tenuisecta_RNA__05	CUC_Ibervillea_tenuisecta_RNA
CUC_Indofevillea_khasiana	CUC_Indofevillea_khasiana
CUC_Indofevillea_khasiana_RNA	CUC_Indofevillea_khasiana_RNA
CUC_Indofevillea_khasiana_RNA__00	CUC_Indofevillea_khasiana_RNA
CUC_Indofevillea_khasiana_RNA__01	CUC_Indofevillea_khasiana_RNA
CUC_Indofevillea_khasiana_RNA__02	CUC_Indofevillea_khasiana_RNA
CUC_Indofevillea_khasiana_RNA__03	CUC_Indofevillea_khasiana_RNA
CUC_Indofevillea_khasiana_RNA__04	CUC_Indofevillea_khasiana_RNA
CUC_Indofevillea_khasiana_RNA__05	CUC_Indofevillea_khasiana_RNA
CUC_Indofevillea_khasiana_SYS066_GSK	CUC_Indofevillea_khasiana_SYS066_GSK
CUC_Indofevillea_khasiana_SYS066_GSK__00	CUC_Indofevillea_khasiana_SYS066_GSK
CUC_Indofevillea_khasiana_SYS066_GSK__01	CUC_Indofevillea_khasiana_SYS066_GSK
CUC_Indofevillea_khasiana_SYS066_GSK__02	CUC_Indofevillea_khasiana_SYS066_GSK
CUC_Indofevillea_khasiana_SYS066_GSK__03	CUC_Indofevillea_khasiana_SYS066_GSK
CUC_Indofevillea_khasiana_SYS066_GSK__04	CUC_Indofevillea_khasiana_SYS066_GSK
CUC_Indofevillea_khasiana_SYS066_GSK__05	CUC_Indofevillea_khasiana_SYS066_GSK
CUC_Indofevillea_khasiana__00	CUC_Indofevillea_khasiana
CUC_Indofevillea_khasiana__01	CUC_Indofevillea_khasiana
CUC_Indofevillea_khasiana__02	CUC_Indofevillea_khasiana
CUC_Indofevillea_khasiana__03	CUC_Indofevillea_khasiana
CUC_Indofevillea_khasiana__04	CUC_Indofevillea_khasiana
CUC_Indomelothria_chlorocarpa	CUC_Indomelothria_chlorocarpa
CUC_Indomelothria_chlorocarpa__00	CUC_Indomelothria_chlorocarpa
CUC_Indomelothria_chlorocarpa__01	CUC_Indomelothria_chlorocarpa
CUC_Indomelothria_chlorocarpa__02	CUC_Indomelothria_chlorocarpa
CUC_Indomelothria_chlorocarpa__03	CUC_Indomelothria_chlorocarpa
CUC_Kedrostis_africana	CUC_Kedrostis_africana
CUC_Kedrostis_africana_RNA	CUC_Kedrostis_africana_RNA
CUC_Kedrostis_africana_RNA__00	CUC_Kedrostis_africana_RNA
CUC_Kedrostis_africana_RNA__01	CUC_Kedrostis_africana_RNA
CUC_Kedrostis_africana_RNA__02	CUC_Kedrostis_africana_RNA
CUC_Kedrostis_africana_RNA__03	CUC_Kedrostis_africana_RNA
CUC_Kedrostis_africana_RNA__04	CUC_Kedrostis_africana_RNA
CUC_Kedrostis_africana_RNA__05	CUC_Kedrostis_africana_RNA
CUC_Kedrostis_africana__00	CUC_Kedrostis_africana
CUC_Kedrostis_africana__01	CUC_Kedrostis_africana
CUC_Kedrostis_bennettii	CUC_Kedrostis_bennettii
CUC_Kedrostis_bennettii__00	CUC_Kedrostis_bennettii
CUC_Kedrostis_bennettii__01	CUC_Kedrostis_bennettii
CUC_Kedrostis_bennettii__02	CUC_Kedrostis_bennettii
CUC_Kedrostis_bennettii__03	CUC_Kedrostis_bennettii
CUC_Kedrostis_elongata	CUC_Kedrostis_elongata
CUC_Kedrostis_elongata__00	CUC_Kedrostis_elongata
CUC_Kedrostis_elongata__01	CUC_Kedrostis_elongata
CUC_Kedrostis_elongata__02	CUC_Kedrostis_elongata
CUC_Kedrostis_nana	CUC_Kedrostis_nana
CUC_Kedrostis_nana_RNA	CUC_Kedrostis_nana_RNA
CUC_Kedrostis_nana_RNA__00	CUC_Kedrostis_nana_RNA
CUC_Kedrostis_nana_RNA__01	CUC_Kedrostis_nana_RNA
CUC_Kedrostis_nana_RNA__02	CUC_Kedrostis_nana_RNA
CUC_Kedrostis_nana_RNA__03	CUC_Kedrostis_nana_RNA
CUC_Kedrostis_nana_RNA__04	CUC_Kedrostis_nana_RNA
CUC_Kedrostis_nana_RNA__05	CUC_Kedrostis_nana_RNA
CUC_Kedrostis_nana__00	CUC_Kedrostis_nana
CUC_Kedrostis_nana__01	CUC_Kedrostis_nana
CUC_Kedrostis_nana__02	CUC_Kedrostis_nana
CUC_Kedrostis_nana__03	CUC_Kedrostis_nana
CUC_Kedrostis_nana__04	CUC_Kedrostis_nana
CUC_Kedrostis_nana__05	CUC_Kedrostis_nana
CUC_Kedrostis_pseudogijef	CUC_Kedrostis_pseudogijef
CUC_Kedrostis_pseudogijef__00	CUC_Kedrostis_pseudogijef
CUC_Kedrostis_pseudogijef__01	CUC_Kedrostis_pseudogijef
CUC_Kedrostis_pseudogijef__02	CUC_Kedrostis_pseudogijef
CUC_Kedrostis_pseudogijef__03	CUC_Kedrostis_pseudogijef
CUC_Kedrostis_pseudogijef__04	CUC_Kedrostis_pseudogijef
CUC_Kedrostis_pseudogijef__05	CUC_Kedrostis_pseudogijef
CUC_Khmeriosicyos_harmandii	CUC_Khmeriosicyos_harmandii
CUC_Khmeriosicyos_harmandii__00	CUC_Khmeriosicyos_harmandii
CUC_Khmeriosicyos_harmandii__01	CUC_Khmeriosicyos_harmandii
CUC_Khmeriosicyos_harmandii__02	CUC_Khmeriosicyos_harmandii
CUC_Lagenaria_siceraria_GJ113_RNA	CUC_Lagenaria_siceraria_GJ113_RNA
CUC_Lagenaria_siceraria_GJ113_RNA__00	CUC_Lagenaria_siceraria_GJ113_RNA
CUC_Lagenaria_siceraria_GJ113_RNA__01	CUC_Lagenaria_siceraria_GJ113_RNA
CUC_Lagenaria_siceraria_GJ113_RNA__02	CUC_Lagenaria_siceraria_GJ113_RNA
CUC_Lagenaria_siceraria_GJ113_RNA__03	CUC_Lagenaria_siceraria_GJ113_RNA
CUC_Lagenaria_siceraria_GJ113_RNA__04	CUC_Lagenaria_siceraria_GJ113_RNA
CUC_Lagenaria_siceraria_GJ113_RNA__05	CUC_Lagenaria_siceraria_GJ113_RNA
CUC_Lagenaria_siceraria_var_hispida_RNA	CUC_Lagenaria_siceraria_var_hispida_RNA
CUC_Lagenaria_siceraria_var_hispida_RNA__00	CUC_Lagenaria_siceraria_var_hispida_RNA
CUC_Lagenaria_siceraria_var_hispida_RNA__01	CUC_Lagenaria_siceraria_var_hispida_RNA
CUC_Lagenaria_siceraria_var_hispida_RNA__02	CUC_Lagenaria_siceraria_var_hispida_RNA
CUC_Lagenaria_siceraria_var_hispida_RNA__03	CUC_Lagenaria_siceraria_var_hispida_RNA
CUC_Lagenaria_siceraria_var_hispida_RNA__04	CUC_Lagenaria_siceraria_var_hispida_RNA
CUC_Lagenaria_siceraria_var_hispida_RNA__05	CUC_Lagenaria_siceraria_var_hispida_RNA
CUC_Lagenaria_siceraria_var_microcarpa_RNA	CUC_Lagenaria_siceraria_var_microcarpa_RNA
CUC_Lagenaria_siceraria_var_microcarpa_RNA__00	CUC_Lagenaria_siceraria_var_microcarpa_RNA
CUC_Lagenaria_siceraria_var_microcarpa_RNA__01	CUC_Lagenaria_siceraria_var_microcarpa_RNA
CUC_Lagenaria_siceraria_var_microcarpa_RNA__02	CUC_Lagenaria_siceraria_var_microcarpa_RNA
CUC_Lagenaria_siceraria_var_microcarpa_RNA__03	CUC_Lagenaria_siceraria_var_microcarpa_RNA
CUC_Lagenaria_siceraria_var_microcarpa_RNA__04	CUC_Lagenaria_siceraria_var_microcarpa_RNA
CUC_Lagenaria_siceraria_var_siceraria_WGS	CUC_Lagenaria_siceraria_var_siceraria_WGS
CUC_Lagenaria_siceraria_var_siceraria_WGS__00	CUC_Lagenaria_siceraria_var_siceraria_WGS
CUC_Lagenaria_siceraria_var_siceraria_WGS__01	CUC_Lagenaria_siceraria_var_siceraria_WGS
CUC_Lagenaria_siceraria_var_siceraria_WGS__02	CUC_Lagenaria_siceraria_var_siceraria_WGS
CUC_Lemurosicyos_variegata	CUC_Lemurosicyos_variegata
CUC_Lemurosicyos_variegata_HS0262_WGS	CUC_Lemurosicyos_variegata_HS0262_WGS
CUC_Lemurosicyos_variegata_HS0262_WGS__00	CUC_Lemurosicyos_variegata_HS0262_WGS
CUC_Lemurosicyos_variegata_HS0262_WGS__01	CUC_Lemurosicyos_variegata_HS0262_WGS
CUC_Lemurosicyos_variegata_HS0262_WGS__02	CUC_Lemurosicyos_variegata_HS0262_WGS
CUC_Lemurosicyos_variegata_HS0262_WGS__03	CUC_Lemurosicyos_variegata_HS0262_WGS
CUC_Lemurosicyos_variegata__00	CUC_Lemurosicyos_variegata
CUC_Lemurosicyos_variegata__01	CUC_Lemurosicyos_variegata
CUC_Linnaeosicyos_amara	CUC_Linnaeosicyos_amara
CUC_Linnaeosicyos_amara_SYS507_GSK	CUC_Linnaeosicyos_amara_SYS507_GSK
CUC_Linnaeosicyos_amara_SYS507_GSK__00	CUC_Linnaeosicyos_amara_SYS507_GSK
CUC_Linnaeosicyos_amara_SYS507_GSK__01	CUC_Linnaeosicyos_amara_SYS507_GSK
CUC_Linnaeosicyos_amara_SYS507_GSK__02	CUC_Linnaeosicyos_amara_SYS507_GSK
CUC_Linnaeosicyos_amara__00	CUC_Linnaeosicyos_amara
CUC_Linnaeosicyos_amara__01	CUC_Linnaeosicyos_amara
CUC_Linnaeosicyos_amara__02	CUC_Linnaeosicyos_amara
CUC_Luffa_acutangula_RNA	CUC_Luffa_acutangula_RNA
CUC_Luffa_acutangula_RNA__00	CUC_Luffa_acutangula_RNA
CUC_Luffa_acutangula_RNA__01	CUC_Luffa_acutangula_RNA
CUC_Luffa_acutangula_RNA__02	CUC_Luffa_acutangula_RNA
CUC_Luffa_aegyptiaca_RNA	CUC_Luffa_aegyptiaca_RNA
CUC_Luffa_aegyptiaca_RNA__00	CUC_Luffa_aegyptiaca_RNA
CUC_Luffa_aegyptiaca_RNA__01	CUC_Luffa_aegyptiaca_RNA
CUC_Luffa_aegyptiaca_RNA__02	CUC_Luffa_aegyptiaca_RNA
CUC_Luffa_aegyptiaca_SYS018_GSK	CUC_Luffa_aegyptiaca_SYS018_GSK
CUC_Luffa_aegyptiaca_SYS018_GSK__00	CUC_Luffa_aegyptiaca_SYS018_GSK
CUC_Luffa_aegyptiaca_SYS018_GSK__01	CUC_Luffa_aegyptiaca_SYS018_GSK
CUC_Luffa_aegyptiaca_SYS018_GSK__02	CUC_Luffa_aegyptiaca_SYS018_GSK
CUC_Luffa_sepium	CUC_Luffa_sepium
CUC_Luffa_sepium__00	CUC_Luffa_sepium
CUC_Luffa_sepium__01	CUC_Luffa_sepium
CUC_Luffa_sepium__02	CUC_Luffa_sepium
CUC_Luffa_sepium__03	CUC_Luffa_sepium
CUC_Luffa_sepium__04	CUC_Luffa_sepium
CUC_Luffa_sepium__05	CUC_Luffa_sepium
CUC_Marah_fabacea	CUC_Marah_fabacea
CUC_Marah_fabacea_RNA	CUC_Marah_fabacea_RNA
CUC_Marah_fabacea_RNA__00	CUC_Marah_fabacea_RNA
CUC_Marah_fabacea_RNA__01	CUC_Marah_fabacea_RNA
CUC_Marah_fabacea_RNA__02	CUC_Marah_fabacea_RNA
CUC_Marah_fabacea_RNA__03	CUC_Marah_fabacea_RNA
CUC_Marah_fabacea_RNA__04	CUC_Marah_fabacea_RNA
CUC_Marah_fabacea_RNA__05	CUC_Marah_fabacea_RNA
CUC_Marah_fabacea__00	CUC_Marah_fabacea
CUC_Marah_fabacea__01	CUC_Marah_fabacea
CUC_Marah_fabacea__02	CUC_Marah_fabacea
CUC_Marah_fabacea__03	CUC_Marah_fabacea
CUC_Marah_fabacea__04	CUC_Marah_fabacea
CUC_Marah_fabacea__05	CUC_Marah_fabacea
CUC_Marah_macrocarpa_RNA	CUC_Marah_macrocarpa_RNA
CUC_Marah_macrocarpa_RNA__00	CUC_Marah_macrocarpa_RNA
CUC_Marah_macrocarpa_RNA__01	CUC_Marah_macrocarpa_RNA
CUC_Marah_macrocarpa_RNA__02	CUC_Marah_macrocarpa_RNA
CUC_Marah_macrocarpa_RNA__03	CUC_Marah_macrocarpa_RNA
CUC_Marah_macrocarpa_RNA__04	CUC_Marah_macrocarpa_RNA
CUC_Marah_macrocarpa_RNA__05	CUC_Marah_macrocarpa_RNA
CUC_Melothria_campestris	CUC_Melothria_campestris
CUC_Melothria_campestris__00	CUC_Melothria_campestris
CUC_Melothria_campestris__01	CUC_Melothria_campestris
CUC_Melothria_pendula	CUC_Melothria_pendula
CUC_Melothria_pendula_RNA	CUC_Melothria_pendula_RNA
CUC_Melothria_pendula_RNA__00	CUC_Melothria_pendula_RNA
CUC_Melothria_pendula_RNA__01	CUC_Melothria_pendula_RNA
CUC_Melothria_pendula_RNA__02	CUC_Melothria_pendula_RNA
CUC_Melothria_pendula_RNA__03	CUC_Melothria_pendula_RNA
CUC_Melothria_pendula__00	CUC_Melothria_pendula
CUC_Melothria_pendula__01	CUC_Melothria_pendula
CUC_Melothria_pendula__02	CUC_Melothria_pendula
CUC_Melothria_sphaerocarpa_RNA	CUC_Melothria_sphaerocarpa_RNA
CUC_Melothria_sphaerocarpa_RNA__00	CUC_Melothria_sphaerocarpa_RNA
CUC_Melothria_sphaerocarpa_RNA__01	CUC_Melothria_sphaerocarpa_RNA
CUC_Melothria_sphaerocarpa_RNA__02	CUC_Melothria_sphaerocarpa_RNA
CUC_Melothria_sphaerocarpa_RNA__03	CUC_Melothria_sphaerocarpa_RNA
CUC_Melothria_sphaerocarpa_RNA__04	CUC_Melothria_sphaerocarpa_RNA
CUC_Melothria_sphaerocarpa_RNA__05	CUC_Melothria_sphaerocarpa_RNA
CUC_Melothrianthus_argenteus	CUC_Melothrianthus_argenteus
CUC_Melothrianthus_argenteus__00	CUC_Melothrianthus_argenteus
CUC_Melothrianthus_argenteus__01	CUC_Melothrianthus_argenteus
CUC_Melothrianthus_argenteus__02	CUC_Melothrianthus_argenteus
CUC_Melothrianthus_argenteus__03	CUC_Melothrianthus_argenteus
CUC_Melothrianthus_argenteus__04	CUC_Melothrianthus_argenteus
CUC_Melothrianthus_sagittifolius_RNA	CUC_Melothrianthus_sagittifolius_RNA
CUC_Melothrianthus_sagittifolius_RNA__00	CUC_Melothrianthus_sagittifolius_RNA
CUC_Melothrianthus_sagittifolius_RNA__01	CUC_Melothrianthus_sagittifolius_RNA
CUC_Melothrianthus_sagittifolius_RNA__02	CUC_Melothrianthus_sagittifolius_RNA
CUC_Microsechium_helleri	CUC_Microsechium_helleri
CUC_Microsechium_helleri__00	CUC_Microsechium_helleri
CUC_Microsechium_helleri__01	CUC_Microsechium_helleri
CUC_Microsechium_helleri__02	CUC_Microsechium_helleri
CUC_Microsechium_helleri__03	CUC_Microsechium_helleri
CUC_Momordica_balsamina_GSK	CUC_Momordica_balsamina_GSK
CUC_Momordica_balsamina_GSK__00	CUC_Momordica_balsamina_GSK
CUC_Momordica_balsamina_GSK__01	CUC_Momordica_balsamina_GSK
CUC_Momordica_balsamina_GSK__02	CUC_Momordica_balsamina_GSK
CUC_Momordica_balsamina_GSK__03	CUC_Momordica_balsamina_GSK
CUC_Momordica_boivinii_RNA	CUC_Momordica_boivinii_RNA
CUC_Momordica_boivinii_RNA__00	CUC_Momordica_boivinii_RNA
CUC_Momordica_boivinii_RNA__01	CUC_Momordica_boivinii_RNA
CUC_Momordica_boivinii_RNA__02	CUC_Momordica_boivinii_RNA
CUC_Momordica_boivinii_RNA__03	CUC_Momordica_boivinii_RNA
CUC_Momordica_boivinii_RNA__04	CUC_Momordica_boivinii_RNA
CUC_Momordica_cardiospermoides_RNA	CUC_Momordica_cardiospermoides_RNA
CUC_Momordica_cardiospermoides_RNA__00	CUC_Momordica_cardiospermoides_RNA
CUC_Momordica_cardiospermoides_RNA__01	CUC_Momordica_cardiospermoides_RNA
CUC_Momordica_cardiospermoides_RNA__02	CUC_Momordica_cardiospermoides_RNA
CUC_Momordica_cardiospermoides_RNA__03	CUC_Momordica_cardiospermoides_RNA
CUC_Momordica_cardiospermoides_RNA__04	CUC_Momordica_cardiospermoides_RNA
CUC_Momordica_charantia_RNA	CUC_Momordica_charantia_RNA
CUC_Momordica_charantia_RNA__00	CUC_Momordica_charantia_RNA
CUC_Momordica_charantia_RNA__01	CUC_Momordica_charantia_RNA
CUC_Momordica_charantia_RNA__02	CUC_Momordica_charantia_RNA
CUC_Momordica_charantia_RNA__03	CUC_Momordica_charantia_RNA
CUC_Momordica_charantia_RNA__04	CUC_Momordica_charantia_RNA
CUC_Momordica_charantia_RNA__05	CUC_Momordica_charantia_RNA
CUC_Momordica_charantia_var_abbreviata_RNA	CUC_Momordica_charantia_var_abbreviata_RNA
CUC_Momordica_charantia_var_abbreviata_RNA__00	CUC_Momordica_charantia_var_abbreviata_RNA
CUC_Momordica_charantia_var_abbreviata_RNA__01	CUC_Momordica_charantia_var_abbreviata_RNA
CUC_Momordica_charantia_var_abbreviata_RNA__02	CUC_Momordica_charantia_var_abbreviata_RNA
CUC_Momordica_charantia_var_abbreviata_RNA__03	CUC_Momordica_charantia_var_abbreviata_RNA
CUC_Momordica_charantia_var_abbreviata_RNA__04	CUC_Momordica_charantia_var_abbreviata_RNA
CUC_Momordica_charantia_var_abbreviata_RNA__05	CUC_Momordica_charantia_var_abbreviata_RNA
CUC_Momordica_charantia_var_charantia_RNA	CUC_Momordica_charantia_var_charantia_RNA
CUC_Momordica_charantia_var_charantia_RNA__00	CUC_Momordica_charantia_var_charantia_RNA
CUC_Momordica_charantia_var_charantia_RNA__01	CUC_Momordica_charantia_var_charantia_RNA
CUC_Momordica_charantia_var_charantia_RNA__02	CUC_Momordica_charantia_var_charantia_RNA
CUC_Momordica_charantia_var_charantia_RNA__03	CUC_Momordica_charantia_var_charantia_RNA
CUC_Momordica_charantia_var_charantia_RNA__04	CUC_Momordica_charantia_var_charantia_RNA
CUC_Momordica_charantia_var_charantia_RNA__05	CUC_Momordica_charantia_var_charantia_RNA
CUC_Momordica_cochinchinensis_RNA	CUC_Momordica_cochinchinensis_RNA
CUC_Momordica_cochinchinensis_RNA__00	CUC_Momordica_cochinchinensis_RNA
CUC_Momordica_cochinchinensis_RNA__01	CUC_Momordica_cochinchinensis_RNA
CUC_Momordica_cochinchinensis_RNA__02	CUC_Momordica_cochinchinensis_RNA
CUC_Momordica_cochinchinensis_RNA__03	CUC_Momordica_cochinchinensis_RNA
CUC_Momordica_cochinchinensis_RNA__04	CUC_Momordica_cochinchinensis_RNA
CUC_Momordica_cochinchinensis_RNA__05	CUC_Momordica_cochinchinensis_RNA
CUC_Momordica_foetida_GSK	CUC_Momordica_foetida_GSK
CUC_Momordica_foetida_GSK__00	CUC_Momordica_foetida_GSK
CUC_Momordica_foetida_GSK__01	CUC_Momordica_foetida_GSK
CUC_Momordica_foetida_GSK__02	CUC_Momordica_foetida_GSK
CUC_Momordica_foetida_RNA	CUC_Momordica_foetida_RNA
